speaker,label,type,utterance
459414000,,, @XboxSupport1 Wouldn't that void the warranty on my slim?
459414000,,, Just wanna be clear before I try this.
139239482,,, @aVex501 Nope.
139239482,,, You can find instructions for removing the hard drive here.
139239482,,, http://t.co/P0pgvd79 ^AD
459414000,,, @XboxSupport1 The problem still persists.
459414000,,, :(
139239482,,, @aVex501 Thanks for taking the time to try that.
139239482,,, Are you currently part of the dashboard public beta program?
459414000,,,@XboxSupport1 I am not.
139239482,,, @aVex501 When you tried this on a different console did you re-download your profile over LIVE or movie it via USB?
459414000,,,@XboxSupport1 I tried it on a friends xbox/account.
139239482,,," @aVex501 So to clarify, you logged in to your gamertag using your credentials on your friend's console?"
459414000,,, @XboxSupport1 No.
459414000,,, He tried it on his xbox as well from his account.
459414000,,, Seems to be a common problem.
139239482,,, @aVex501 So your friend is having the same issue as you?
139239482,,, Or your friend used your account on his Xbox?
459414000,,,@XboxSupport1 friends are having the same issue with their own accounts and xboxs.
139239482,,, @aVex501 I see.
139239482,,, Is this all with the same game?

139239482,,,@VincentAllday Let's take a look here: http://t.co/RCIcvgCs &amp; please keep us posted on the results ^JX
258622392,,, @XboxSupport1 Hardware problem.
258622392,,, And I have to pay
139239482,,, @VincentAllday How long have you had your Xbox &amp; did you buy it new?
258622392,,, @XboxSupport1 This happens like one a year.
258622392,,, And it isn't the slim so regardless that's a $100
139239482,,,@VincentAllday Here is the link for setting up a repair: http://t.co/gJS8ilNW ^JX
258622392,,,@XboxSupport1 It's fine I'll just buy a PS3
139239482,,," @VincentAllday We are here and happy to help with any Xbox support questions you may have, just let us know!"
258622392,,,@XboxSupport1 Why is the xbox 360 so prone to hardware failure?
139239482,,, @VincentAllday What hardware issues are you experiencing?

139239482,,, @laurenschoffs Are you using it in a well-ventilated environment on a stable non-carpeted surface?
279483077,,,@XboxSupport1 http://t.co/1eZrqMxa
139239482,,," @laurenschoffs Looks good, are you noticing any gameplay issues?"
279483077,,,"@XboxSupport1 yes, it tends to slow every now and again and there's a really loud noise coming from the Xbox"
139239482,,, @laurenschoffs Are you getting any red lights or error codes?
279483077,,,"@XboxSupport1 no, nothing at all"
139239482,,, @laurenschoffs Have you tried both vertical and horizontal placement of the console?
279483077,,,"@XboxSupport1 yes, nothing changes"
139239482,,, @laurenschoffs Does the console shut off due to this?
139239482,,, And it only happens when you play a game off a disc?
279483077,,,"@XboxSupport1 no it never shuts off, and yes only when playing a disc game"
139239482,,," @laurenschoffs If it works, you should be fine."
139239482,,," If you're concern, you can set up a repair online here http://t.co/gJS8ilNW ^KN"

139239482,,, @PNEisGOD Ok.
139239482,,," Let's try deleting the app, clearing your cache, and redownloading the app to see if that helps."
709763264,,,Where do I go to clear the cache @XboxSupport1
139239482,,,@PNEisGOD Check out this guide: http://t.co/Yy3otP6R ^PJ

124818196,,,@XboxSupport1 why do you say theres an xbox alert when the market place is having trouble but your saying its fine?
139239482,,," @Fernandeano It's currently being worked on, please hang tight for an update."
124818196,,,@XboxSupport1 trying my best chaps and chappettes
139239482,,, @Fernandeano it's tied to the current service alerts in regards to account issues.
139239482,,, We're working on a fix.
124818196,,,@XboxSupport1 aww i see fair enough ill let you off
139239482,,, @Fernandeano We'll loop you and everyone else in once we have further updates on the issue.
139239482,,, @Fernandeano Thanks for checkin' in with us.
124818196,,,@XboxSupport1 must be your touch all working now :)

139239482,,, @nleroux Did you have any questions that we can answer today?
480267045,,," @XboxSupport1 Actually, I do have one."
480267045,,, Why does every console on the IP address that played Black Ops 2 on PartnerNet get banned?

139239482,,, @DNR_Gaming Not sure if he replies to every tweet he gets.
609090038,,,@XboxSupport1 This shows me I'm wasting my time if I'm not getting a reply since you guys said I should tweet him?

139239482,,, @Matt_KOHS Are you a member of the Fall Beta Dashboard Preview?
89961909,,,@XboxSupport1 yes
139239482,,,@Matt_KOHS In that case you may want to contact phone support or the beta forums ^JN
89961909,,,@XboxSupport1 how do i restore my xbox or reset to like new
139239482,,, @Matt_KOHS Are you wanting to get out of the beta?
89961909,,,@XboxSupport1 i want to format all drives and reset it to new then redownlad my game tag and the beta i have try so many thing file might
139239482,,," @Matt_KOHS Before you do that, lets try a call to phone support."
139239482,,, What region are you in ^JN
89961909,,,@XboxSupport1 usa
139239482,,," @Matt_KOHS Oka, give this number a try and let them know what's up."
139239482,,, 1-800-469-9269 ^JN

139239482,,, iUppercutSluts You can contact our billing phone support for that.
139239482,,, What region are you from?
39830427,,,@XboxSupport1 I'm from the Midwest region.

20139963,,,@XboxSupport1 I just got a email from a fake Microsoft Xbox asking me update my security it's not even my gamer tag name
139239482,,, @dej22 What was the email domain from?

139239482,,, @TTGxTaNk When do you notice that error?
139239482,,, Are you a dashboard beta participant?
404470890,,,"@XboxSupport1 yes I am, but I also get a error telling me I need to sign in to an Xbox live account to play xbox live matches."

139239482,,, p1kReach So your save file is missing?
139239482,,, Did you have it backed up to the cloud?
206754624,,, @XboxSupport1 There isn't a save file.
206754624,,, The info saying I have completed the missions (which is stored online) has gone.
206754624,,,@XboxSupport1 Therefore I must re-complete every mission once again on the Legendary mode to get the achievement.
139239482,,, p1kReach Have you posted on the Halo Forums: https://t.co/4ymUdC9E or asked @HaloWaypoint for more info?

139239482,,,@Mewtwo153 Are you sure you are resetting the password correctly with these steps listed here: http://t.co/NaP3n0tw   ^AC
795024973,,,@xboxsupport1 yes i'm sure
139239482,,," @Mewtwo153 Ok, well when was the last time you changed your password?"
795024973,,,@xboxsupport1 2 days ago
139239482,,," @Mewtwo153 Ok, Let us know next time that you are asked to change your password and we can try a few things to try to see the issue."
795024973,,,@xboxsupport1 i have to change my password again today
139239482,,, @Mewtwo153 Can you update security info on http://t.co/VFjLPgVy ?
795024973,,,@XboxSupport1 no  i cannot so i requested a reset password
139239482,,, @Mewtwo153 Once the password is reset are you able to change that info?
795024973,,,@XboxSupport1 not yet   i have not recieved the e-mail yet
139239482,,," @Mewtwo153 Ah, have you checked your email's junk/spam folder for the email?"
795024973,,,@XboxSupport1 yes
139239482,,, @Mewtwo153 Did you make sure that the email address that the password email was being sent to was the correct one?
795024973,,,@XboxSupport1 yes i did
139239482,,, @Mewtwo153 And you don't have any microsoft email addresses added to your blocked email list for that email address?
795024973,,,@XboxSupport1 correct
139239482,,," @Mewtwo153 Have you tried having it sent multiple times, or just once?"
795024973,,,@XboxSupport1 multiple times
139239482,,, @Mewtwo153 That may be the issue.
139239482,,," You only need to send it once, then wait."
139239482,,, Sending multiples can block the system from sending.
795024973,,,@XboxSupport1 when will i be able to send it so i can recieve the e-mail
139239482,,, @Mewtwo153 When was the last time that you tried to have the email sent to you?
795024973,,,@XboxSupport1 5 times today
139239482,,, @Mewtwo153 How long has it been since the last time that you tried?
795024973,,,@XboxSupport1 i just tried again at 11pm
139239482,,, @Mewtwo153 Can you please try waiting until morning?
139239482,,, Give the system time to recover from the requests.
795024973,,,@XboxSupport1 ok
139239482,,, @Mewtwo153 But please do let us know how that appears to be working for you in the morning if the issue persists.
795024973,,,@xboxsupport1 i cannot get on my account HELP ME PLEASE
139239482,,, @Mewtwo153 Have you had a chance to try filling out this forum?
139239482,,, http://t.co/0PNxWk8Z ^JX
795024973,,,@xboxsupport1 yes i have
139239482,,,@Mewtwo153 Have you had a chance to post on the WLID support forums: http://t.co/vDiXkGDI ^JX
795024973,,,@xboxsupport1 no
139239482,,,@Mewtwo153 That would be an excellent next step ^PC
795024973,,,@xboxsupport1 i cannot get access to my account
139239482,,,@Mewtwo153 You may need to post with a different profile on the forums if your regular one isn't available ^PC
795024973,,,@xboxsupport1 how do i get my Xbox Live Account back ?
139239482,,,@Mewtwo153 Posting on the forums to get your WLID available is a crucial step to getting it back ^PC
139239482,,, @Mewtwo153 Which account are you referring to?
795024973,,,@xboxsupport1 my new one the gamertag is FormativeOrb98
139239482,,, @Mewtwo153 What kind of subscription do you have?
139239482,,,@Mewtwo153 Do you see any error messages when you attempt to try it ^JN
795024973,,,@XboxSupport1 no i don't
139239482,,, @Mewtwo153 What happens when you try to access the DLC?
795024973,,,@XboxSupport1 do i need to beat the main game before i'm able to access Dawnguard ?
139239482,,, @Mewtwo153 You should't have to.
139239482,,, Do you see the DLC in your storage device?
795024973,,,@xboxsupport1 not anymore i deleted it
139239482,,, @Mewtwo153 How were you trying to get to the DLC before you deleted it?
795024973,,,@xboxsupport1 by playing Skyrim
139239482,,, @Mewtwo153 Did you get any in-game messages or notices?
795024973,,,@xboxsupport1 no i haven't
139239482,,," @Mewtwo153 Your character is above level 10, right?"
795024973,,,@xboxsupport1 yes
139239482,,," @Mewtwo153 Oh, I see."
139239482,,, Does Dawnguard show in your purchase history?
139239482,,, http://t.co/t3Ef5ySo ^PC
139239482,,, @Mewtwo153 Are you redownloading from the marketplace?
139239482,,, What errors are you seeing?
795024973,,,@xboxsupport1 it gets to 99% then it said unable to download Dawnguard (English)
139239482,,, @Mewtwo153 What region are you in?
795024973,,,@xboxsupport1 Eastern United States
139239482,,, @Mewtwo153 Correct.
795024973,,,@xboxsupport1 yes i cleared the cache
139239482,,, @Mewtwo153 And redownloaded Dawnguard?
139239482,,, @Mewtwo153 Would it be possible to borrow one from a friend or family member?
795024973,,,@XboxSupport1 why is it restarting from 0% ????????
139239482,,, @Mewtwo153 Is this when trying to download to the USB device?
795024973,,,@xboxsupport1 no i am downloading it to my hard drive
139239482,,, @Mewtwo153 What region would you happen to be in?
795024973,,,@xboxsupport1 Eastern United States
139239482,,,@Mewtwo153 I am going to review the conversation &amp; get back with you shortly ^JX
139239482,,, @Mewtwo153 Were you able to get your double charge straightened out?
